base_verb,prefixed_verb,prefix,freq_base,freq_prefixed
trpiti,pretrpiti,pre,9,29
stići,prestići,pre,2615,43
blediti,izblediti,iz,46,6
vršiti,površiti,po,3237,25
kočiti,skočiti,s,40,175
beležiti,ubeležiti,u,746,8
ponašati,oponašati,o,372,91
roditi,izroditi,iz,1080,43
baciti,ubaciti,u,508,245
nizati,nanizati,na,52,33
pevati,prepevati,pre,787,11
desiti,udesiti,u,1247,13
hvatati,pohvatati,po,118,30
naći,snaći,s,3640,54
seliti,useliti,u,431,49
rušiti,prerušiti,pre,146,17
učiti,proučiti,pro,808,50
skratiti,uskratiti,u,70,31
puniti,dopuniti,do,45,80
glasati,izglasati,iz,408,107
prijeti,zaprijeti,za,14,7
maći,umaći,u,21,20
riješiti,razriješiti,raz,35,6
koniti,zakoniti,za,8,27
gutati,progutati,pro,15,56
dijeliti,dodijeliti,do,58,20
vladati,prevladati,pre,1978,26
obratiti,preobratiti,pre,413,39
slijediti,naslijediti,na,56,68
miriti,primiriti,pri,42,12
kovati,skovati,s,6,92
boliti,oboliti,o,42,14
brinuti,pobrinuti,po,396,38
brojiti,ubrojiti,u,22,6
sipati,osipati,o,24,20
ljuljati,poljuljati,po,12,12
letiti,poletiti,po,81,14
puštati,prepuštati,pre,155,54
leteti,sleteti,s,72,95
sloviti,usloviti,u,15,103
ostati,sostati,s,5756,11
ljubiti,priljubiti,pri,35,5
nositi,snositi,s,4747,82
baviti,dobaviti,do,4804,6
sretati,presretati,pre,521,9
hvatiti,pohvatiti,po,22,63
bogatiti,obogatiti,o,6,95
tući,pretući,pre,47,47
tučiti,potučiti,po,21,15
periti,uperiti,u,10,13
tučiti,pretučiti,pre,21,7
ići,sići,s,2542,95
novčiti,unovčiti,u,22,11
težiti,rastežiti,ras,798,9
komentarisati,prokomentarisati,pro,86,37
premati,dopremati,do,39,44
rasti,narasti,na,1132,125
sjećati,osjećati,o,5,23
nići,ponići,po,19,100
mazati,namazati,na,10,6
roditi,priroditi,pri,1080,6
rešiti,razrešiti,raz,789,75
leteti,proleteti,pro,72,8
mjeriti,pomjeriti,po,35,9
visati,svisati,s,5,30
seći,useći,u,101,12
stizati,pristizati,pri,756,100
većati,uvećati,u,5,88
nositi,ponositi,po,4747,39
isteći,proisteći,pro,93,93
gubiti,pogubiti,po,1049,184
žuriti,požuriti,po,37,57
dobiti,pridobiti,pri,13165,100
kretati,skretati,s,2208,145
biti,obiti,o,1578206,19
lagati,razlagati,raz,19,59
jasti,izjasti,iz,10,13
brojati,nabrojati,na,728,16
okretati,preokretati,pre,340,8
kretati,zakretati,za,2208,13
ploviti,uploviti,u,283,63
nositi,zanositi,za,4747,14
čistiti,pročistiti,pro,51,6
tjerati,protjerati,pro,13,21
slijediti,uslijediti,u,56,47
pustošiti,opustošiti,o,102,114
gospodariti,zagospodariti,za,40,25
trošiti,potrošiti,po,159,99
puštati,raspuštati,ras,155,34
pominjati,opominjati,o,2387,27
birati,ubirati,u,1167,36
davati,podavati,po,2641,7
kazati,skazati,s,2140,38
stariti,ostariti,o,8,21
lagati,nalagati,na,19,119
žiti,užiti,u,6,11
vezati,prevezati,pre,156,29
ličiti,priličiti,pri,270,7
bivati,dobivati,do,956,91
visiti,ovisiti,o,22,5
lepiti,slepiti,s,11,49
stupati,pristupati,pri,185,79
mešati,smešati,s,428,39
bati,probati,pro,5,77
uzimati,izuzimati,iz,1125,10
tonuti,utonuti,u,9,7
visiti,navisiti,na,22,19
misliti,razmisliti,raz,1207,41
pasti,propasti,pro,1284,245
saditi,zasaditi,za,40,19
minirati,razminirati,raz,36,7
paliti,opaliti,o,291,12
gaziti,nagaziti,na,29,11
kopati,ukopati,u,22,15
bijati,pobijati,po,7,16
teći,preteći,pre,936,35
kopati,zakopati,za,22,45
pasati,opasati,o,6,11
trajati,potrajati,po,3076,125
viđati,izviđati,iz,108,15
remetiti,poremetiti,po,15,49
