word,rank,neighbor,score
nastojati,5.0,nastoji,0.8480325937271118
nastojati,6.0,posumnjati,0.8464030027389526
nastojati,7.0,nabrojati,0.8348364233970642
nastojati,8.0,nastojali,0.8324320912361145
nastojati,9.0,oslanjati,0.8306931853294373
nastojati,10.0,bežati,0.83053058385849
sastojati,1.0,sastojci,0.8949912786483765
sastojati,2.0,sastojaka,0.8826200366020203
sastojati,3.0,sastojke,0.879243016242981
sastojati,4.0,sastojak,0.864398181438446
sastojati,5.0,nastojati,0.8633688688278198
sastojati,6.0,sastoje,0.8631488680839539
sastojati,7.0,sastojalo,0.8573475480079651
sastojati,8.0,sastojka,0.8542884588241577
sastojati,9.0,sastoji,0.8491231203079224
sastojati,10.0,sastojali,0.8485580086708069
produžiti,1.0,produži,0.9118333458900452
produžiti,2.0,produžeci,0.8894242644309998
produžiti,3.0,produženu,0.8718632459640503
produžiti,4.0,produženi,0.8667567372322083
produžiti,5.0,produžuje,0.8658567070960999
produžiti,6.0,produžila,0.8640255331993103
produžiti,7.0,produžio,0.8635430932044983
produžiti,8.0,produžetka,0.8626636266708374
produžiti,9.0,produžetku,0.8618023991584778
produžiti,10.0,produžava,0.860747754573822
doprinositi,1.0,doprinosiš,0.9054389595985413
doprinositi,2.0,doprinosi,0.8926011919975281
doprinositi,3.0,doprinosim,0.8911035060882568
doprinositi,4.0,doprinosio,0.8892134428024292
doprinositi,5.0,doprinosili,0.8745942711830139
doprinositi,6.0,doprinoseći,0.8721891641616821
doprinositi,7.0,doprinosu,0.8698039650917053
doprinositi,8.0,doprineti,0.8694764375686646
doprinositi,9.0,doprinose,0.8652777075767517
doprinositi,10.0,doprinosima,0.8560135960578918
pretrpeti,,,
prouzrokovati,1.0,uzrokovati,0.9556263089179993
prouzrokovati,2.0,prouzrokovanu,0.9173639416694641
prouzrokovati,3.0,prouzrokovalo,0.9124418497085571
prouzrokovati,4.0,prouzrokovano,0.9117230176925659
prouzrokovati,5.0,prouzrokovan,0.9116383790969849
prouzrokovati,6.0,prouzrokovane,0.9089938998222351
prouzrokovati,7.0,prouzrokovala,0.9060489535331726
prouzrokovati,8.0,prouzrokovao,0.902860164642334
prouzrokovati,9.0,prouzrokovani,0.8960156440734863
prouzrokovati,10.0,prouzrokovana,0.8938112854957581
razmotriti,1.0,razmotri,0.9229651689529419
razmotriti,2.0,razmotrite,0.9104666113853455
razmotriti,3.0,razmotrimo,0.8950366377830505
razmotriti,4.0,razmotre,0.863025963306427
razmotriti,5.0,razmatrati,0.8535828590393066
razmotriti,6.0,razrešiti,0.8506249189376831
razmotriti,7.0,razlučiti,0.8432542085647583
razmotriti,8.0,razmisliti,0.8354649543762207
razmotriti,9.0,odložiti,0.834346354007721
razmotriti,10.0,izostaviti,0.8321775794029236
naslutiti,,,
promrmljati,,,
zatvoriti,1.0,otvoriti,0.904625415802002
zatvoriti,2.0,zatvorite,0.8932695388793945
zatvoriti,3.0,zatvori,0.8863455653190613
zatvoriti,4.0,zatvorimo,0.8804277777671814
zatvoriti,5.0,pretvoriti,0.8582411408424377
zatvoriti,6.0,zatvorenu,0.8484857082366943
zatvoriti,7.0,zatvorio,0.8457909226417542
zatvoriti,8.0,stvoriti,0.8422978520393372
zatvoriti,9.0,zatvore,0.8411951065063477
zatvoriti,10.0,pokoriti,0.8300150036811829
pretvoriti,1.0,pretvori,0.9160494804382324
pretvoriti,2.0,pretvorimo,0.9064136743545532
pretvoriti,3.0,pretvorilo,0.8926234245300293
pretvoriti,4.0,stvoriti,0.8882664442062378
pretvoriti,5.0,pretvore,0.8839268684387207
pretvoriti,6.0,otvoriti,0.8823641538619995
pretvoriti,7.0,pretvorio,0.8790860772132874
pretvoriti,8.0,pretvarati,0.8754853010177612
pretvoriti,9.0,pretvorili,0.8637521266937256
pretvoriti,10.0,pretvorila,0.862889289855957
preporučivati,,,
