base_verb,prefixed_verb,prefix,freq_base,freq_prefixed
slediti,proslediti,pro,557,36
oteti,preoteti,pre,44,52
živeti,zaživeti,za,4209,23
trajati,potrajati,po,1346,55
dati,prodati,pro,2374,225
brisati,izbrisati,iz,48,14
kloniti,zakloniti,za,9,8
paliti,upaliti,u,85,15
stajati,zastajati,za,688,5
stati,zastati,za,242,17
vaniti,svaniti,s,30,1
gasiti,ugasiti,u,25,63
hladiti,rashladiti,ras,34,2
većati,uvećati,u,2,49
diskutovati,prodiskutovati,pro,42,1
obilaziti,zaobilaziti,za,74,27
misliti,izmisliti,iz,498,87
nići,pronići,pro,6,1
teći,proteći,pro,366,34
misliti,smisliti,s,498,38
sretati,presretati,pre,251,9
puštati,prepuštati,pre,53,23
leti,naleti,na,107,9
blizati,izblizati,iz,1,2
živjeti,zaživjeti,za,148,3
karakterisati,okarakterisati,o,532,56
imenovati,preimenovati,pre,251,35
crtati,nacrtati,na,82,78
kasniti,zakasniti,za,10,14
gao,nagao,na,7,5
seliti,useliti,u,231,28
davati,izdavati,iz,1541,305
klanjati,zaklanjati,za,7,12
boriti,oboriti,o,795,307
putovati,doputovati,do,425,16
sporiti,osporiti,o,15,42
voziti,prevoziti,pre,636,44
vozati,provozati,pro,1,6
voziti,dovoziti,do,636,10
ustiti,sustiti,s,1,1
rebati,vrebati,v,1,17
liti,izliti,iz,3,13
predati,raspredati,ras,611,2
vredeti,zavredeti,za,19,5
topiti,pretopiti,pre,34,3
poravljati,oporavljati,o,3,35
pozvati,opozvati,o,326,13
prijeti,zaprijeti,za,2,3
morati,primorati,pri,3990,157
viriti,zaviriti,za,13,8
tiskati,pritiskati,pri,1,13
kidati,raskidati,ras,10,29
slikati,oslikati,o,35,19
leti,izleti,iz,107,31
kloniti,skloniti,s,9,129
ležati,preležati,pre,508,4
crtati,zacrtati,za,82,3
lagati,slagati,s,8,172
živeti,oživeti,o,4209,68
stezati,ustezati,u,4,6
družiti,udružiti,u,57,82
bojati,pobojati,po,57,1
lažati,nalažati,na,3,3
pustiti,raspustiti,ras,81,31
puštati,raspuštati,ras,53,8
misati,zamisati,za,1,31
vezati,privezati,pri,64,2
voziti,uvoziti,u,636,23
bojiti,obojiti,o,8,20
računati,uračunati,u,243,8
kršiti,prekršiti,pre,48,31
laći,slaći,s,2,23
suditi,osuditi,o,63,81
dočiti,predočiti,pre,1,13
praviti,raspraviti,ras,498,2
viditi,izviditi,iz,49,11
menati,zamenati,za,3,6
nići,ponići,po,6,49
broditi,prebroditi,pre,3,9
truditi,potruditi,po,115,15
vršiti,svršiti,s,1189,13
veriti,poveriti,po,13,80
puštati,upuštati,u,53,26
puniti,napuniti,na,25,55
pasti,pripasti,pri,549,310
loviti,uloviti,u,69,13
bledeti,izbledeti,iz,1,10
segnuti,dosegnuti,do,1,10
ljuljati,poljuljati,po,5,7
postavljati,zapostavljati,za,542,6
baviti,nabaviti,na,2236,79
stupati,postupati,po,92,37
dati,nadati,na,2374,214
stići,prestići,pre,984,26
teći,preteći,pre,366,11
boliti,oboliti,o,15,10
kraditi,ukraditi,u,20,20
graditi,ugraditi,u,432,52
oblikovati,preoblikovati,pre,129,14
staditi,nastaditi,na,1,1
seti,preseti,pre,7,67
kloniti,pokloniti,po,9,166
staditi,postaditi,po,1,9
kopati,dokopati,do,17,15
tjerati,natjerati,na,4,6
dvojati,razdvojati,raz,3,29
skratiti,uskratiti,u,41,18
padati,dopadati,do,293,19
vjeriti,provjeriti,pro,3,4
živiti,zaživiti,za,1,1
pariti,upariti,u,40,2
ići,prići,pr,1070,120
poznavati,spoznavati,s,199,22
gasiti,pogasiti,po,25,1
poznati,raspoznati,ras,30,8
micati,primicati,pri,1,4
značiti,naznačiti,na,1692,13
javljivati,najavljivati,na,1,49
beležiti,ubeležiti,u,293,3
blažiti,ublažiti,u,12,51
topiti,stopiti,s,34,10
saditi,usaditi,u,46,10
stavljati,dostavljati,do,324,41
povesti,spovesti,s,329,3
rotirati,zarotirati,za,63,1
čuti,pročuti,pro,369,25
javiti,najaviti,na,425,276
puštati,dopuštati,do,53,94
graditi,ograditi,o,432,4
pati,dopati,do,96,19
davati,udavati,u,1541,23
vrteti,zavrteti,za,35,2
prostiti,oprostiti,o,1,60
vladati,zavladati,za,781,89
staći,ustaći,u,6,4
trgnuti,otrgnuti,o,1,11
govoriti,progovoriti,pro,1715,18
oriti,razoriti,raz,3,35
kolebati,pokolebati,po,7,9
