base_verb,prefixed_verb,prefix,freq_base,freq_prefixed
rušiti,razrušiti,raz,72,18
stupati,ustupati,u,103,18
ostaviti,izostaviti,iz,746,21
šiti,ušiti,u,13,55
iditi,viditi,v,5,30
vesti,prevesti,pre,32,206
glasati,izglasati,iz,137,37
interesovati,zainteresovati,za,47,52
miriti,umiriti,u,16,14
pominjati,napominjati,na,1312,29
ložiti,naložiti,na,6,45
pitati,upitati,u,122,32
govoriti,izgovoriti,iz,2293,46
morati,primorati,pri,3355,102
marširati,umarširati,u,14,10
skratiti,uskratiti,u,26,15
pasti,opasti,o,573,106
blažiti,ublažiti,u,23,42
bivati,dobivati,do,530,22
koncentrisati,skoncentrisati,s,63,15
brojati,ubrojati,u,354,6
ići,sići,s,1410,49
saglasiti,usaglasiti,u,25,19
dirati,nadirati,na,18,9
paziti,opaziti,o,53,34
zvati,prizvati,pri,1633,30
ginuti,uginuti,u,13,22
rešavati,razrešavati,raz,134,29
tešiti,utešiti,u,5,12
piti,popiti,po,91,25
davati,odavati,o,1281,54
glasiti,oglasiti,o,213,41
sećati,prisećati,pri,24,41
ploviti,doploviti,do,219,21
gledati,izgledati,iz,321,359
topiti,stopiti,s,41,13
blagati,oblagati,o,20,15
dužiti,zadužiti,za,13,12
hraniti,prehraniti,pre,189,16
spevati,dospevati,do,9,84
pečati,zapečati,za,7,6
pojiti,pripojiti,pri,8,41
pravdati,opravdati,o,15,51
sušiti,presušiti,pre,53,26
niti,izniti,iz,5,8
pustiti,raspustiti,ras,114,62
grabiti,prigrabiti,pri,9,7
kriti,prikriti,pri,163,20
predati,spredati,s,684,7
desiti,zadesiti,za,458,73
stati,ustati,u,220,79
vršiti,navršiti,na,1406,14
pisati,raspisati,ras,1905,54
rastati,izrastati,iz,120,36
praštati,opraštati,o,8,22
očarati,razočarati,raz,6,29
diti,oditi,o,97,5
ređati,vređati,v,11,10
javati,najavati,na,71,13
šetati,prošetati,pro,23,11
aviti,saviti,s,50,9
učiti,izučiti,iz,493,41
leteti,poleteti,po,40,91
pevati,opevati,o,485,25
reći,proreći,pro,1304,15
vučiti,izvučiti,iz,51,70
seći,doseći,do,47,53
dati,pridati,pri,2567,9
ticati,doticati,do,265,19
ređati,uređati,u,11,6
sumnjati,posumnjati,po,80,24
živeti,poživeti,po,10303,18
gomilati,nagomilati,na,6,6
miti,smiti,s,5,16
činiti,počiniti,po,3673,120
rastati,prerastati,pre,120,8
dobivati,pridobivati,pri,22,18
slići,oslići,o,115,63
postaviti,zapostaviti,za,910,10
topiti,otopiti,o,41,12
vladati,ovladati,o,818,63
komentarisati,prokomentarisati,pro,45,40
formirati,rasformirati,ras,991,16
karakterisati,okarakterisati,o,379,35
jačati,pojačati,po,53,90
baviti,nabaviti,na,2001,108
kovati,skovati,s,6,36
bivati,ubivati,u,530,12
računati,proračunati,pro,245,8
poručivati,preporučivati,pre,16,149
gađati,nagađati,na,43,15
tjerati,protjerati,pro,7,10
ovladati,preovladati,pre,63,19
gađati,događati,do,43,103
iseti,viseti,v,24,23
stupiti,ustupiti,u,461,80
voleti,privoleti,pri,609,5
ostati,izostati,iz,2651,40
klanjati,poklanjati,po,12,66
živeti,oživeti,o,10303,89
nositi,prinositi,pri,2224,43
nestati,ponestati,po,149,10
kloniti,skloniti,s,12,119
deliti,razdeliti,raz,1084,18
vući,provući,pro,33,16
pustošiti,opustošiti,o,23,51
voditi,povoditi,po,3223,9
krati,ukrati,u,5,30
hvatiti,dohvatiti,do,12,20
kraditi,ukraditi,u,25,24
šunjati,ušunjati,u,7,6
titi,otiti,o,5,15
kačiti,zakačiti,za,9,18
meriti,nameriti,na,204,5
lagati,prilagati,pri,13,7
pustiti,zapustiti,za,114,7
svetiti,osvetiti,o,13,43
stupati,pristupati,pri,103,39
dijeliti,dodijeliti,do,27,10
dati,zadati,za,2567,54
crtati,ucrtati,u,50,7
porediti,rasporediti,ras,61,70
dijeliti,podijeliti,po,27,27
seći,preseći,pre,47,32
krstiti,prekrstiti,pre,51,5
izaći,proizaći,pro,417,33
kloniti,prikloniti,pri,12,20
lažiti,razlažiti,raz,35,17
pustiti,propustiti,pro,114,195
ložiti,izložiti,iz,6,78
leteti,naleteti,na,40,20
pisati,propisati,pro,1905,24
veriti,overiti,o,27,5
miriti,namiriti,na,16,6
dirati,zadirati,za,18,6
govoriti,progovoriti,pro,2293,17
učiti,poučiti,po,493,5
padati,raspadati,ras,352,22
niti,doniti,do,5,35
slijediti,naslijediti,na,23,18
tvoriti,rastvoriti,ras,26,24
kovati,okovati,o,6,8
titi,prititi,pri,5,21
svesti,osvesti,o,63,5
ostajati,zaostajati,za,989,69
rezati,urezati,u,7,6
ređati,poređati,po,11,7
pamtiti,zapamtiti,za,27,22
pisati,prepisati,pre,1905,21
ložiti,razložiti,raz,6,12
meriti,izmeriti,iz,204,29
čiti,očiti,o,147,17
voliti,zavoliti,za,25,18
vučiti,uvučiti,u,51,11
gutati,progutati,pro,17,32
teći,uteći,u,433,7
skraćivati,uskraćivati,u,31,5
hvatati,pohvatati,po,77,19
dubiti,produbiti,pro,6,21
brisati,obrisati,o,27,13
mirati,smirati,s,11,5
miriti,smiriti,s,16,51
rezati,prerezati,pre,7,5
hrabriti,ohrabriti,o,19,56
vaditi,izvaditi,iz,56,25
važiti,uvažiti,u,505,6
stavljati,dostavljati,do,275,28
znati,doznati,do,1517,42
lutati,zalutati,za,34,15
viđati,uviđati,u,62,40
goniti,progoniti,pro,49,45
sejati,posejati,po,18,6
ušiti,sušiti,s,55,53
žuriti,požuriti,po,22,23
reći,izreći,iz,1304,40
vući,navući,na,33,17
uočavati,suočavati,s,123,76
davati,udavati,u,1281,42
skočiti,uskočiti,u,78,11
boriti,izboriti,iz,865,153
plakati,zaplakati,za,31,9
vikati,izvikati,iz,16,10
misliti,izmisliti,iz,545,60
rasti,srasti,s,488,45
puštati,propuštati,pro,104,55
slepiti,oslepiti,o,17,11
nositi,ponositi,po,2224,20
čistiti,pročistiti,pro,12,6
rušiti,prerušiti,pre,72,10
tjerati,natjerati,na,7,13
lomiti,polomiti,po,49,20
igrati,zaigrati,za,5863,81
ljubiti,poljubiti,po,27,32
šasti,našasti,na,16,9
lečiti,zalečiti,za,123,5
sati,nasati,na,8,7
nići,ponići,po,10,48
kupati,okupati,o,8,9
leteti,izleteti,iz,40,5
teći,preteći,pre,433,28
leti,izleti,iz,118,21
temeljiti,utemeljiti,u,57,38
stradati,postradati,po,400,36
staditi,postaditi,po,7,20
lomiti,prelomiti,pre,49,18
glasiti,razglasiti,raz,213,7
zbuniti,uzbuniti,u,12,9
čiti,počiti,po,147,29
staditi,ostaditi,o,7,10
strašiti,zastrašiti,za,8,5
skočiti,priskočiti,pri,78,7
kršiti,skršiti,s,36,8
hvaliti,zahvaliti,za,54,36
stadositi,ostadositi,o,6,6
premati,opremati,o,7,17
slagati,poslagati,po,167,7
paliti,popaliti,po,152,6
doleti,odoleti,o,7,13
daditi,izdaditi,iz,35,7
rasti,dorasti,do,488,10
štediti,poštediti,po,16,11
igrati,izigrati,iz,5863,5
stradati,nastradati,na,400,44
vaditi,zavaditi,za,56,6
staditi,pristaditi,pri,7,11
daditi,predaditi,pre,35,11
dužiti,odužiti,o,13,34
stizati,pristizati,pri,508,47
paziti,zapaziti,za,53,56
viđati,sviđati,s,62,41
trajati,potrajati,po,1345,47
putovati,doputovati,do,422,25
vesti,zavesti,za,32,46
učiti,proučiti,pro,493,23
udariti,sudariti,s,177,22
briti,obriti,o,6,5
vraćati,povraćati,po,1079,10
vezati,dovezati,do,58,5
zidati,dozidati,do,20,8
ostavljati,izostavljati,iz,236,15
brisati,izbrisati,iz,27,16
variti,svariti,s,8,9
naći,snaći,s,1895,33
dograditi,nadograditi,na,12,7
čuti,pročuti,pro,421,22
roditi,uroditi,u,521,19
kazati,zakazati,za,1196,13
gurati,progurati,pro,22,6
dirati,dodirati,do,18,36
terati,rasterati,ras,50,8
dobivati,zadobivati,za,22,18
vladati,prevladati,pre,818,17
rušiti,urušiti,u,72,15
truditi,potruditi,po,239,13
grešiti,pogrešiti,po,16,20
krasti,ukrasti,u,5,15
vesti,privesti,pri,32,18
brinuti,zabrinuti,za,180,8
viditi,sviditi,s,30,5
ući,vući,v,1688,33
kidati,ukidati,u,14,30
plašiti,zaplašiti,za,84,6
maći,pomaći,po,9,11
orijentisati,preorijentisati,pre,37,7
teći,oteći,o,433,6
sretati,presretati,pre,337,8
kasniti,zakasniti,za,26,11
