base_verb,prefixed_verb,prefix,freq_base,freq_prefixed
javiti,projaviti,pro,27,1
poznavati,upoznavati,u,30,4
blagati,ublagati,u,1,1
zvati,pozvati,po,150,24
stupiti,ustupiti,u,46,13
stizati,pristizati,pri,33,8
dati,pridati,pri,232,1
klanjati,poklanjati,po,1,1
govoriti,nagovoriti,na,342,4
setiti,osetiti,o,2,14
grešiti,ogrešiti,o,2,1
stupati,postupati,po,10,4
brojati,pobrojati,po,38,1
pisati,dopisati,do,171,2
pasti,spasti,s,59,9
putovati,doputovati,do,32,2
hvaliti,zahvaliti,za,4,3
graditi,dograditi,do,45,1
pomeniti,spomeniti,s,1,2
pominjati,napominjati,na,50,5
mešati,umešati,u,22,6
davati,podavati,po,116,1
vraćati,navraćati,na,52,2
leti,izleti,iz,14,2
živeti,poživeti,po,569,2
brinuti,pobrinuti,po,19,1
pevati,opevati,o,35,2
pustiti,popustiti,po,7,5
gaziti,pregaziti,pre,1,2
rušiti,narušiti,na,5,2
lomiti,slomiti,s,1,9
terati,naterati,na,4,8
obići,zaobići,za,21,3
topiti,potopiti,po,6,5
leteti,poleteti,po,1,2
vući,izvući,iz,3,5
računati,preračunati,pre,21,1
vršiti,navršiti,na,113,1
obilaziti,zaobilaziti,za,8,1
maći,pomaći,po,2,1
kružiti,okružiti,o,34,2
karakterisati,okarakterisati,o,75,5
buniti,pobuniti,po,3,8
rešiti,razrešiti,raz,26,3
krčiti,prokrčiti,pro,1,1
družiti,udružiti,u,2,11
većati,uvećati,u,1,8
skočiti,preskočiti,pre,1,2
smišljati,osmišljati,o,1,1
viđati,sviđati,s,1,4
meriti,omeriti,o,20,1
postavljati,zapostavljati,za,62,1
hvatati,zahvatati,za,2,20
očarati,razočarati,raz,1,1
seliti,useliti,u,11,4
videti,svideti,s,246,2
dati,prodati,pro,232,15
diti,prediti,pre,9,2
nositi,zanositi,za,138,1
piti,upiti,u,6,2
veseti,razveseti,raz,5,2
igrati,zaigrati,za,107,1
siti,prositi,pro,5,1
vući,navući,na,3,2
kriti,prekriti,pre,9,2
pasti,dopasti,do,59,1
padati,dopadati,do,53,2
leti,doleti,do,14,1
spevati,dospevati,do,1,3
stupati,ustupati,u,10,1
snimiti,presnimiti,pre,28,2
oteti,izoteti,iz,7,1
vući,uvući,u,3,1
liveti,zaliveti,za,1,1
siti,nasiti,na,5,1
uzrokovati,preuzrokovati,pre,25,1
bojati,obojati,o,1,4
ticati,doticati,do,43,3
dobiti,zadobiti,za,411,4
braniti,zabraniti,za,34,23
razumiti,urazumiti,u,1,1
vikati,navikati,na,1,1
kvalifikovati,okvalifikovati,o,3,1
bivati,prebivati,pre,33,3
učiti,izučiti,iz,52,6
hapsiti,uhapsiti,u,4,10
učiti,proučiti,pro,52,3
podeliti,raspodeliti,ras,80,1
siti,prisiti,pri,5,4
sporiti,osporiti,o,5,10
otkriti,razotkriti,raz,158,1
padati,raspadati,ras,53,6
topasti,stopasti,s,5,2
ući,vući,v,149,3
ticati,oticati,o,43,8
trajati,potrajati,po,178,7
siromašiti,osiromašiti,o,1,2
dužiti,pridužiti,pri,1,1
dejstvovati,zadejstvovati,za,4,1
pamtiti,zapamtiti,za,1,1
kršiti,skršiti,s,7,2
plaviti,preplaviti,pre,3,3
okrenuti,preokrenuti,pre,23,1
uočiti,suočiti,s,28,18
loviti,sloviti,s,7,2
obraćati,preobraćati,pre,14,1
paslati,spaslati,s,1,1
bogatiti,obogatiti,o,1,3
loviti,uloviti,u,7,3
jesti,pojesti,po,3,2
lutati,zalutati,za,5,2
dobivati,zadobivati,za,9,2
govoriti,dogovoriti,do,342,5
lediti,nalediti,na,10,1
sušiti,presušiti,pre,2,1
rušiti,urušiti,u,5,3
plemeniti,oplemeniti,o,7,1
ploviti,oploviti,o,10,6
pisati,raspisati,ras,171,11
plaviti,poplaviti,po,3,2
oteti,preoteti,pre,7,7
pamtiti,upamtiti,u,1,3
trgnuti,otrgnuti,o,1,1
tražiti,stražiti,s,103,1
stizati,prestizati,pre,33,2
padati,upadati,u,53,6
topiti,stopiti,s,6,2
težati,otežati,o,1,3
uvati,suvati,s,5,1
sedati,zasedati,za,1,8
koncentrisati,skoncentrisati,s,6,2
baviti,nabaviti,na,241,5
birati,ubirati,u,136,2
nositi,snositi,s,138,3
teći,proteći,pro,32,5
stići,prestići,pre,93,1
ovladati,preovladati,pre,9,2
plivati,preplivati,pre,1,2
seći,useći,u,3,1
donositi,pridonositi,pri,77,3
diti,zaditi,za,9,2
stajati,dostajati,do,54,1
premati,dopremati,do,1,2
voleti,privoleti,pri,28,1
ticati,priticati,pri,43,1
trajati,dotrajati,do,178,1
kupiti,pokupiti,po,21,1
dijeliti,dodijeliti,do,1,2
rešavati,razrešavati,raz,13,2
ispitivati,preispitivati,pre,3,5
kršiti,prekršiti,pre,7,1
dobivati,pridobivati,pri,9,2
oblikovati,preoblikovati,pre,36,1
blažiti,ublažiti,u,2,7
vajati,izvajati,iz,2,1
doneti,pridoneti,pri,137,2
čati,počati,po,5,1
taložiti,nataložiti,na,3,5
gasti,ugasti,u,2,2
ginuti,uginuti,u,2,2
topiti,otopiti,o,6,6
graditi,pregraditi,pre,45,1
balansirati,izbalansirati,iz,2,1
ostati,zaostati,za,254,2
hladiti,zahladiti,za,1,1
uzeti,izuzeti,iz,20,1
porediti,rasporediti,ras,15,2
baviti,izbaviti,iz,241,1
vojevati,izvojevati,iz,1,2
klanjati,uklanjati,u,1,5
govoriti,progovoriti,pro,342,1
umrlati,izumrlati,iz,14,3
marširati,umarširati,u,3,3
spustiti,naspustiti,na,16,1
udarati,sudarati,s,4,8
krasiti,ukrasiti,u,2,1
buditi,pobuditi,po,3,2
uzmeti,izuzmeti,iz,8,1
vezati,izvezati,iz,5,1
vezati,uvezati,u,5,1
puštati,propuštati,pro,7,1
ledeti,sledeti,s,2,2
sedati,presedati,pre,1,1
visiti,svisiti,s,1,1
stradati,nastradati,na,38,7
trositi,potrositi,po,5,1
viti,izviti,iz,1,1
rastati,prerastati,pre,16,2
živeti,zaživeti,za,569,3
crtati,ucrtati,u,5,1
uzimati,pruzimati,pr,58,1
kunuti,ukunuti,u,1,1
pustiti,propustiti,pro,7,2
dejstvovati,izdejstvovati,iz,4,10
staviti,dostaviti,do,30,2
formirati,rasformirati,ras,135,1
usmeriti,preusmeriti,pre,6,1
grejati,ugrejati,u,4,1
roditi,izroditi,iz,54,5
rasti,urasti,u,52,1
iseti,viseti,v,2,1
grešiti,pogrešiti,po,2,1
isticati,proisticati,pro,88,4
crtati,ocrtati,o,5,1
spasti,zaspasti,za,9,1
krvaviti,okrvaviti,o,1,1
pratiti,spratiti,s,85,1
moliti,zamoliti,za,20,6
viđati,uviđati,u,1,2
dužiti,odužiti,o,1,2
sveti,osveti,o,2,7
dati,odati,o,232,4
sveti,posveti,po,2,3
ličiti,priličiti,pri,17,1
prodavati,rasprodavati,ras,8,1
voditi,zavoditi,za,240,1
nuditi,iznuditi,iz,30,1
gutati,progutati,pro,1,5
gibati,pregibati,pre,2,1
mašiti,promašiti,pro,1,1
voliti,zavoliti,za,1,1
baciti,dobaciti,do,21,1
roditi,poroditi,po,54,13
maći,promaći,pro,2,1
rušiti,prerušiti,pre,5,2
piti,napiti,na,6,2
vezati,zavezati,za,5,1
truditi,potruditi,po,15,2
dražiti,razdražiti,raz,1,1
bacati,nabacati,na,7,1
govoriti,izgovoriti,iz,342,1
terati,rasterati,ras,4,1
spavati,uspavati,u,8,1
lečiti,izlečiti,iz,9,1
puštati,upuštati,u,7,2
maći,izmaći,iz,2,1
gati,nagati,na,1,1
želeti,poželeti,po,119,1
izašati,proizašati,pro,16,1
znati,doznati,do,117,1
preći,upreći,u,98,1
maći,umaći,u,2,2
terati,oterati,o,4,3
prositi,zaprositi,za,1,1
viti,uviti,u,1,1
vapiti,zavapiti,za,1,1
kameniti,skameniti,s,2,1
vučiti,uvučiti,u,9,1
piti,popiti,po,6,1
računati,uračunati,u,21,2
graditi,ograditi,o,45,1
zvučiti,zazvučiti,za,31,1
nizati,nanizati,na,1,7
računati,proračunati,pro,21,2
crtati,nacrtati,na,5,2
vratiti,svratiti,s,156,2
žiti,prožiti,pro,1,1
tući,potući,po,3,3
nuditi,prinuditi,pri,30,1
jasti,izjasti,iz,1,2
teći,uteći,u,32,1
poznati,raspoznati,ras,3,1
pišati,opišati,o,29,1
kriti,prikriti,pri,9,1
visiti,navisiti,na,1,1
visiti,povisiti,po,1,1
pitati,upitati,u,8,2
kriviti,okriviti,o,4,1
vraćati,svraćati,s,52,1
verovati,poverovati,po,178,1
setiti,dosetiti,do,2,1
vesti,privesti,pri,3,2
meriti,premeriti,pre,20,1
nestati,ponestati,po,21,1
raditi,proraditi,pro,305,1
loviti,poloviti,po,7,1
ploviti,uploviti,u,10,1
garantovati,zagarantovati,za,22,1
laviti,olaviti,o,3,2
bacati,pobacati,po,7,1
svesti,osvesti,o,12,1
reći,poreći,po,103,1
vezati,privezati,pri,5,1
padnuti,propadnuti,pro,17,1
slutiti,naslutiti,na,1,1
krasiti,skrasiti,s,2,1
snimati,zasnimati,za,9,1
povesti,pripovesti,pri,21,1
povesti,zapovesti,za,21,1
steti,osteti,o,2,1
raditi,doraditi,do,305,1
grupisati,pregrupisati,pre,6,1
klanjati,sklanjati,s,1,1
štediti,poštediti,po,2,1
nositi,pronositi,pro,138,1
voleti,zavoleti,za,28,1
besneti,pobesneti,po,1,1
uveravati,razuveravati,raz,4,1
živeti,proživeti,pro,569,1
stradati,postradati,po,38,1
vesti,razvesti,raz,3,3
kupiti,nakupiti,na,21,1
ziti,proziti,pro,1,1
gledati,pregledati,pre,47,1
ticati,naticati,na,43,1
baviti,zabaviti,za,241,1
brkati,pobrkati,po,1,1
okupljati,zaokupljati,za,35,1
popiti,zapopiti,za,1,1
kočiti,skočiti,s,1,1
birati,prebirati,pre,136,1
voditi,povoditi,po,240,1
koristiti,okoristiti,o,770,1
miješati,umiješati,u,3,1
teći,priteći,pri,32,1
gađati,nagađati,na,1,2
diktirati,izdiktirati,iz,4,2
ispitati,preispitati,pre,2,1
hapsiti,pohapsiti,po,4,1
živjeti,preživjeti,pre,21,1
okružiti,zaokružiti,za,2,1
harasti,poharasti,po,1,1
goriti,izgoriti,iz,1,1
lažiti,razlažiti,raz,2,2
štampati,doštampati,do,7,1
rasti,dorasti,do,52,1
rasti,prirasti,pri,52,1
brojati,nabrojati,na,38,1
svesti,prosvesti,pro,12,1
meriti,zameriti,za,20,1
pjevati,opjevati,o,2,1
nalaziti,snalaziti,s,1182,1
trčati,otrčati,o,2,1
kvariti,pokvariti,po,2,1
misliti,razmisliti,raz,62,1
naći,ponaći,po,166,1
ziveti,preziveti,pre,1,1
moliti,izmoliti,iz,20,1
